FILENAME,INSTRUMENT,BIBCODE,OBSERVATION_DATE,OBSERVATION_MJD,NAME,DESIGNATION,RA,DEC,SOURCE_KEY,OBSERVATION_TIME,PROGRAM_NUMBER,PROGRAM_PI,OBSERVER,RESOLUTION,AIRMASS,REDUCTION_SPEXTOOL_VERSION,QUALITY_FLAG,MEDIAN_SNR,SSPT,SPEX_GRAVITY_CLASSIFICATION,OSPT,OSPT_REF,NSPT,NSPT_REF,SPT,SPT_REF,OBJECT_TYPE,MAG_2MASS_J,E_MAG_2MASS_J,MAG_2MASS_H,E_MAG_2MASS_H,MAG_2MASS_KS,E_MAG_2MASS_KS,JK_EXCESS,COLOR_EXTREMITY,LUMINOSITY_CLASS,METALLICITY_CLASS,GRAVITY_CLASS_OPTICAL,GRAVITY_CLASS_OPTICAL_REF,GRAVITY_CLASS_NIR,GRAVITY_CLASS_NIR_REF,CLUSTER,CLUSTER_REF,BINARY,BINARY_REF,SBINARY,SBINARY_REF,COMPANION_NAME,COMPANION_REF,SIMBAD_OTYPE,SIMBAD_NAME,SIMBAD_SPT,SIMBAD_SPT_REF,SIMBAD_SEP,PARALLAX,PARALLAX_E,PARALLEX_REF,DISTANCE_PHOT,DISTANCE_PHOT_E,DISTANCE,DISTANCE_E,MU,MU_E,MU_RA,MU_DEC,MU_REF,VTAN,VTAN_E,RV,RV_E,RV_REF,VSINI,VSINI_E,VSINI_REF,NOTE
10293_10425.fits,SPEX-PRISM,2018AJ....155...34C,20041107,53316.5,2MASSI J0523382-140302,J05233822-1403022,80.909248,-14.050611,10425,,,,Cruz,120,,,OK,174,L2.0,FLD-G,L2.5,2003AJ....126.2421C,L5,2003IAUS..211..197W,L2.5,2003AJ....126.2421C,VLM,13.084,0.024,12.22,0.021,11.638,0.027,0.13,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J05233822-1403022,L2.5,2007AJ....133.2258S,,80.95,1.76,2014AJ....147...94D,,,12.353,0.269,210.1,27.02,110,179,2008MNRAS.390.1517C,12.30219403,1.604510757,12.21,0.09,2010ApJ...723..684B,15.98,0.31,2010ApJ...723..684B,
10295_10491.fits,SPEX-PRISM,2010ApJ...710.1142B,20041107,53316.5,2MASSI J0652307+471034,J06523073+4710348,103.12804,47.176334,10491,,,,,120,,,OK,197,L5.0,FLD-G,L4.5,2003AJ....126.2421C,L4 beta,2015ApJS..219...33G,L4.5,2003AJ....126.2421C,VLM,13.511,0.023,12.384,0.024,11.694,0.02,0.08,,,,beta,,INT-G,OTHER,,,,,,,,,brownD*,2MASS J06523073+4710348,L3.5+L6.5,2010ApJ...711.1087K,,,,,,,,,140.12,50.16,-57,128,2007AJ....133.2258S,,,-7.03,0.07,2010ApJ...723..684B,30.08,1.76,2010ApJ...723..684B,
10296_10496.fits,SPEX-PRISM,2018AJ....155...34C,20041107,53316.5,2MASS J07003664+3157266,J07003664+3157266,105.15266,31.95739,10496,,,,Cruz,120,,,OK,115,L3.0,FLD-G,L3.5,THO03A,,,L3.5,THO03A,VLM,12.923,0.023,11.947,0.016,11.317,0.023,0.17,,,,,,FLD-G,SPL,,,Y,,,,,,brownD*,2MASSI J0700366+315726,L3.5+L6,2010ApJ...711.1087K,,82,2,2012ApJ...752...56F,,,12.195,0.297,520.33,100.22,108,-509,2007AJ....133.2258S,30.07770613,5.839741021,-42.42,0.09,2010ApJ...723..684B,29.91,0.27,2010ApJ...723..684B,binary: sep=0.17 at 102.0 deg (Reid et al. 2006)
10297_10557.fits,SPEX-PRISM,2018AJ....155...34C,20041107,53316.5,2MASS J0818332-003628,J08183325-0036282,124.63855,-0.60783339,10557,,,,Cruz,120,,,POOR,31,M6.0,,M4.5,2007AJ....133..439C,,,M4.5,2007AJ....133..439C,VLM,16.604,0.157,15.36,0.098,14.472,,,,,,,,,,,,,,,,,,brownD*,2MASSI J0818332-003628,M6,,,,,,,,,,,,,,,,,,,,,,,
10298_10627.fits,SPEX-PRISM,2010ApJ...710.1142B,20041107,53316.5,2MASS J09054654+5623117,J09054654+5623117,136.44391,56.386585,10627,,,,,120,,,OK,10,L5.0,FLD-G,L5,2008AJ....136.1290R,,,L5,2008AJ....136.1290R,VLM,15.395,0.052,14.284,0.041,13.73,0.037,-0.06,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MUCD 20329,L5,2014AJ....147...34S,,,,,,,,,90.09,35.36,-14,89,2009AJ....137....1F,,,,,,,,,
10299_10668.fits,SPEX-PRISM,2018AJ....155...34C,20041107,53316.5,2MASS J0941115+425403,J09411157+4254031,145.2982,42.900864,10668,,,,Cruz,120,,,POOR,20,M6.0,,M5,2007AJ....133..439C,,,M5,2007AJ....133..439C,VLM,16.711,0.175,15.491,0.136,14.639,,-0.03,,,,,,,,,,,,,,,,brownD*,2MASSI J0941115+425403,M5,,,,,,,,,,,,,,,,,,,,,,,
10300_10739.fits,SPEX-PRISM,2007AJ....133.2320S,20041107,53316.5,2MASS J10430758+2225236,J10430758+2225236,160.78159,22.423222,10739,,,,,120,,,OK,41,T0.0,,L8,2007AJ....133..439C,,,L8,2007AJ....133..439C,VLM,15.965,0.065,14.725,0.04,13.991,0.041,0.53,RED,,,,,,,,,,,,,,,brownD*,2MASSI J1043075+222523,L8.5,2014AJ....147...34S,,,,,,,,,140.29,,-139,-19,2007AJ....133.2258S,,,,,,,,,
10302_10050.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,LP 349-25A,J0027559+221932,6.9829168,22.325556,10050,,,,Cruz,120,,,OK,121,M8.0,INT-G,M8:,2000AJ....120.1085G,,,M8:,2000AJ....120.1085G,VLM,10.614,0.022,9.967,0.023,9.569,0.017,0.01,,,,,,INT-G,SPL,,,,,,,,,brownD*,LP 349-25,M8Ve,2003AJ....126.3007R,,,,,,,,,430.16,50.16,396,-168,2007AJ....133.2258S,,,-15.8,1.9,2012AJ....144...99D,48.1,6,2012AJ....144...99D,
10304_10156.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,2MASS J0148386-302439,J0148386-302439,27.160833,-30.410833,10156,,,,Cruz,120,,,OK,46,M8.0,FLD-G,M7.5,2003AJ....126.2421C,,,M7.5,2003AJ....126.2421C,VLM,12.302,0.024,11.648,0.022,11.227,0.024,0.03,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASSI J0148386-302439,M7.5,2007AJ....133.2258S,,,,,,,,,149.4,110.45,-111,100,2007AJ....133.2258S,,,9.6,3,2009ApJ...705.1416R,,,,
10305_10186.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,2MASSI J0213288+444445,J02132880+4444453,33.369999,44.745918,10186,,,,Cruz,120,,,OK,74,L1.0,FLD-G,L1.5,2003AJ....126.2421C,,,L1.5,2003AJ....126.2421C,VLM,13.494,0.025,12.757,0.024,12.213,0.023,0,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J02132880+4444453,L1.5,2007AJ....133.2258S,,,,,,,,,138.52,19.1,-42,-132,2008MNRAS.390.1517C,,,-23.47,0.11,2010ApJ...723..684B,12.89,2.34,2010ApJ...723..684B,
10306_10228.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,LP 771-21,J0248410-165121,42.17083,-16.855833,10228,,,,Cruz,120,,,OK,54,M8.0,FLD-G,M8,,,,M8,,VLM,12.551,0.022,11.872,0.022,11.422,0.021,-0.1,,,,,,FLD-G,SPL,,,,,,,,,brownD*,LP 771-21,M8e,2004AJ....128..463R,,61.6,5.4,1996MNRAS.281..644T,,,16.234,1.423,259.92,90.43,-45,-256,2007AJ....133.2258S,20.00072157,7.175662698,4.1,3,2009ApJ...705.1416R,,,,
10307_10231.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,2MASSI J0251148-035245,J02511490-0352459,42.812084,-3.8794167,10231,,,,Cruz,120,,,OK,79,L4.0,FLD-G,L3,2003AJ....126.2421C,L1,2003IAUS..211..197W,L3,2003AJ....126.2421C,VLM,13.059,0.027,12.254,0.024,11.662,0.019,-0.31,BLUE,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J02511490-0352459,L3,2007AJ....133.2258S,,,,,,,,,2146.31,23.85,1128,-1826,2008MNRAS.384.1399J,,,1.26,0.13,2010ApJ...723..684B,21.76,0.38,2010ApJ...723..684B,
10308_10234.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,2MASS J0253202+271333,J0253202+271333,43.334167,27.225834,10234,,,,Cruz,120,,,OK,117,M8.0,FLD-G,M8,2003AJ....126.2421C,,,M8,2003AJ....126.2421C,VLM,12.496,0.021,11.871,0.02,11.483,0.018,-0.07,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309_10268.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,LP 412-31,J0320596+185423,50.248333,18.906389,10268,,,,Cruz,120,,,OK,88,M8.0,FLD-G,M8,,,,M8,,VLM,11.759,0.021,11.066,0.022,10.639,0.018,0,,,,,,FLD-G,SPL,,,,,,,,,brownD*,LP 412-31,M8V,2011ApJS..197...19K,,68.3,0.6,2002AJ....123.2806R,,,14.641,0.129,425.12,4.24,346,-247,2005AJ....130..337C,29.50303909,0.392258501,46.4,1.3,2012AJ....144...99D,14.6,3,2012AJ....144...99D,
10310_10289.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,LP 888-18,J0331302-304238,52.875835,-30.710556,10289,,,,Cruz,120,,,OK,133,M8.0,FLD-G,M7.5,,,,M7.5,,VLM,11.36,0.022,10.7,0.022,10.264,0.019,-0.05,,,,,,FLD-G,SPL,,,,,,,,,brownD*,LP 888-18,M7.5V,2003AJ....126.2421C,,,,,,,,,420.86,7.07,49,-418,2003ApJ...582.1011S,,,23.4,3,2009ApJ...705.1416R,,,,
10311_10305.fits,SPEX-PRISM,2008ApJ...681..579B,20041108,53317.5,LP 944-20,J03393521-3525440,54.896709,-35.42889,10305,,,,,120,,,POOR,186,L1.0,FLD-G,M9,,,,M9,,VLM,10.725,0.021,10.017,0.021,9.548,0.023,0.06,,,,,,FLD-G,SPL,,,,,,,,,brownD*,LP 944-20,M9.5Ve,2002A&A...390L..27M,,155.89,1.03,2014AJ....147...94D,,,6.415,0.042,420.32,79.4,317,276,2007AJ....133.2258S,12.78013212,2.41564819,7.6,3,2009ApJ...705.1416R,,,,
10312_10320.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,LHS 1604,J0351000-005244,57.75,-0.87888891,10320,,,,Cruz,120,,,POOR,80,M9.0,,M8,2008AJ....135..785W,,,M8,2008AJ....135..785W,VLM,11.302,0.024,10.609,0.022,10.232,0.024,-0.08,,,,,,FLD-G,SPL,,,,,,,,,Flare*,LP 593-68,M8.0V,2012AJ....144...99D,,68.1,1.9,1992AJ....103..638M,,,14.684,0.41,472.5,1.41,16.49,-472.21,1992AJ....103..638M,32.88765364,0.922835119,-11.9,2,2012AJ....144...99D,,,,
10313_10350.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,2MASS J0417374-080000,J0417374-080000,64.40583,-8,10350,,,,Cruz,120,,,OK,159,M8.0,FLD-G,M7.5,,,,M7.5,,VLM,12.182,0.03,11.54,0.027,11.09,0.026,-0.06,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASSI J0417374-080000,M7.5V,2012AJ....144...99D,,,,,,,,,489.66,90.45,487,-51,2007AJ....133.2258S,,,40.6,1.4,2012AJ....144...99D,,,,
10314_10361.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,2MASS J0429184-312356,J0429184-312356,67.326668,-31.39889,10361,,,,Cruz,120,,,OK,132,M8.0,FLD-G,M7.5:,,,,M7.5:,,VLM,10.874,0.024,10.211,0.024,9.77,0.022,0.04,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10315_10369.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,LP 775-31,J0435161-160657,68.817085,-16.115833,10369,,,,Cruz,120,,,OK,37,M7.0,FLD-G,M7,,,,M7,,VLM,10.406,0.026,9.779,0.026,9.352,0.021,-0.06,,,,,,FLD-G,SPL,,,,,,,,,brownD*,LP 775-31,M8Ve,2002A&A...390L..27M,,95.35,1.06,2014AJ....147...94D,,,10.488,0.117,346.24,7.07,162,306,2003ApJ...582.1011S,17.21198708,0.400218503,48.5,1.4,2012AJ....144...99D,12.1,3,2012AJ....144...99D,
10316_10380.fits,SPEX-PRISM,2007ApJ...659..655B,20041108,53317.5,2MASSI J0439010-235308,J04390101-2353083,69.754204,-23.885639,10380,,,,,120,,,OK,75,L5.0,INT-G,L6.5,2003AJ....126.2421C,,,L6.5,2003AJ....126.2421C,VLM,14.408,0.029,13.409,0.029,12.816,0.023,-0.11,,,,,,INT-G,SPL,,,,,,,,,brownD*,2MASS J04390101-2353083,L4.5,2014AJ....147...34S,,110.4,4,2012ApJ...752...56F,,,9.058,0.328,174.04,27.46,-119,-127,2008MNRAS.390.1517C,7.472379236,1.209636111,,,,,,,
10317_10383.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,LP 655-48,J0440232-053008,70.096664,-5.5022221,10383,,,,Cruz,120,,,OK,72,M8.0,FLD-G,M7,,,,M7,,VLM,10.658,0.024,9.986,0.022,9.545,0.019,0.16,,,,,,FLD-G,SPL,,,,,,,,,brownD*,LP 655-48,M7.5Ve,2002A&A...390L..27M,,105,,2012ApJ...758...56S,,,9.524,,242.33,28.28,225,90,2003ApJ...582.1011S,10.93957765,1.276832816,29.9,0.2,2012ApJ...758...56S,19.6,2,2012AJ....144...99D,
10318_10387.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,SDSS J044337.61+000205.1,J04433761+0002051,70.906708,0.034750003,10387,,,,Cruz,120,,,OK,50,M8.0,INT-G,M9gamma,2007AJ....133..439C,L0 gamma,2015ApJS..219...33G,M9,2007AJ....133..439C,VLM,12.507,0.026,11.804,0.024,11.216,0.021,-0.04,,,,gamma,,LOW-G,OTHER,Beta Pic,2015ApJS..219...33G,,,,,,,brownD*,2MASSI J0443376+000205,M9.0V,2012AJ....144...99D,,,,,,,,,160.03,79.88,89,-133,2007AJ....133.2258S,,,21.9,2.3,2012AJ....144...99D,13.1,2,2012AJ....144...99D,
10319_10391.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,2MASSI J0445538-304820,J04455387-3048204,71.474464,-30.805666,10391,,,,Cruz,120,,,OK,131,L1.0,FLD-G,L2,2003AJ....126.2421C,,,L2,2003AJ....126.2421C,VLM,13.393,0.026,12.58,0.024,11.975,0.021,0.05,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J04455387-3048204,L2,2007AJ....133.2258S,,78.5,4.9,2012ApJ...752...56F,,,12.739,0.795,431.94,10.3,158,-402,2008MNRAS.390.1517C,26.08118159,1.742656596,,,,,,,
10320_10576.fits,SPEX-PRISM,2008ApJ...681..579B,20041108,53317.5,SDSSp J083008.12+482847.4,J08300825+4828482,127.53438,48.480057,10576,,,,,120,,,OK,54,T0.0,,L8,2008ApJ...689.1295K,L9+/-1,2002ApJ...564..466G,L8,2008ApJ...689.1295K,VLM,15.444,0.048,14.343,0.036,13.676,0.038,0.33,RED,,,,,,,,,,,,,,,brownD*,2MASS J08300825+4828482,L9.5,2014AJ....147...34S,,76.42,3.43,2012ApJ...752...56F,,,13.086,0.587,1139.83,79.81,-898,-702,2007AJ....133.2258S,70.69857356,5.880115221,,,,,,,
10321_10585.fits,SPEX-PRISM,2010ApJ...710.1142B,20041108,53317.5,2MASSI J0835425-081923,J08354256-0819237,128.92732,-8.3232498,10585,,,,,120,,,OK,104,L7.0,FLD-G,L5,2003AJ....126.2421C,,,L5,2003AJ....126.2421C,VLM,13.169,0.024,11.938,0.024,11.136,0.021,0.16,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J08354256-0819237,L6.5,2014AJ....147...34S,,117.3,11.2,2012ApJ...752...56F,,,8.525,0.814,610.55,30.02,-534,296,2007AJ....133.2258S,24.67186451,2.649645248,29.89,0.06,2010ApJ...723..684B,14.18,0.43,2010ApJ...723..684B,
10322_10601.fits,SPEX-PRISM,2006AJ....132.2074M,20041108,53317.5,2MASSI J0847287-153237,J08472872-1532372,131.86967,-15.543667,10601,,,,,120,,,OK,83,L2.0,FLD-G,L2,2003AJ....126.2421C,,,L2,2003AJ....126.2421C,VLM,13.513,0.026,12.629,0.027,12.061,0.023,0.1,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MUCD 10764,L1.5,2014AJ....147...34S,,76.5,3.5,2012ApJ...752...56F,,,13.072,0.598,232.13,22.63,149,-178,2008MNRAS.390.1517C,14.38304536,1.548762733,2.02,0.1,2010ApJ...723..684B,23.29,0.32,2010ApJ...723..684B,
10323_10619.fits,SPEX-PRISM,2007AJ....133.2320S,20041108,53317.5,2MASSI J0859254-194926,J08592522-1949279,134.85509,-19.824417,10619,,,,,120,,,OK,58,L7.0,FLD-G,L6::,2003AJ....126.2421C,L8,2013PASP..125..809T,L6::,2003AJ....126.2421C,VLM,15.527,0.054,14.436,0.042,13.751,0.058,0.13,,,,,,UNKNO,SPL,,,,,,,,,brownD*,2MASSI J0859254-194926,L8,2014AJ....147...34S,,65.4,6.1,2012ApJ...752...56F,,,15.291,1.426,320.88,21.26,-311,-79,2008MNRAS.390.1517C,23.25621739,2.660745729,,,,,,,
10324_10629.fits,SPEX-PRISM,2007AJ....133.2320S,20041108,53317.5,2MASSI J0908380+503208,J09083803+5032088,137.15846,50.535778,10629,,,,,120,,,OK,77,L5.0,INT-G,L5,2003AJ....126.2421C,L9+/-1,2004AJ....127.3553K,L5,2003AJ....126.2421C,VLM,14.549,0.023,13.477,0.03,12.945,0.027,-0.22,,,,,,INT-G,SPL,,,,,,,,,brownD*,2MUCD 10802,L8,2014AJ....147...34S,,,,,,,,,620.09,30.02,-395,-478,2008MNRAS.384.1399J,,,,,,,,,
10325_10644.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,2MASS J09211410-2104446,J09211410-2104446,140.30876,-21.079056,10644,,,,Cruz,120,,,OK,141,L5.0,FLD-G,L1.5,2008AJ....136.1290R,L4+/-1.5,2008ApJ...674..451B,L1.5,2008AJ....136.1290R,VLM,12.779,0.024,12.152,0.021,11.69,0.023,-0.6,BLUE,,,,,INT-G,SPL,,,,,,,,,brownD*,2MASS J09211410-2104446,L1,2014AJ....147...34S,,,,,,,,,965.28,15.81,289,-921,2005A&A...435..363D,,,80.53,0.11,2010ApJ...723..684B,11.95,0.49,2010ApJ...723..684B,
10326_10778.fits,SPEX-PRISM,2007AJ....133.2320S,20041108,53317.5,2MASS J11000965+4957470,J11000965+4957470,165.04021,49.963055,10778,,,,,120,,,OK,22,L3.0,FLD-G,L3.5,2008AJ....136.1290R,,,L3.5,2008AJ....136.1290R,VLM,15.282,0.043,14.192,0.041,13.474,0.033,0.293,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J11000965+4957470,L3,2014AJ....147...34S,,,,,30.51,5.395,30.5176,5.3959,201.22,33.29,-133,-151,2009AJ....137....1F,29.10720023,,,,,,,,
10327_11564.fits,SPEX-PRISM,2018AJ....155...34C,20041108,53317.5,2MASS J21522609+0937575,J21522609+0937575,328.10873,9.6326389,11564,,,,Cruz,120,,,OK,58,L7.0,INT-G,L6:,2008AJ....136.1290R,,,L6:,2008AJ....136.1290R,VLM,15.19,0.032,14.08,0.036,13.343,0.034,0.32,RED,,,,,INT-G,SPL,,,Y,,,,,,brownD*,2MASS J21522609+0937575,L6+L6,2010ApJ...711.1087K,,,,,,,,,339.61,25.5,294,170,2008MNRAS.384.1399J,,,,,,,,,binary: sep=0.25 at 105.5 deg (Reid et al. 2006)
10328_11709.fits,SPEX-PRISM,2008ApJ...681..579B,20041108,53317.5,2MASS J23515044-2537367,J23515044-2537367,357.96017,-25.626862,11709,,,,,120,,,OK,121,M8.0,FLD-G,M8,2007AJ....133..439C,,,M8,2007AJ....133..439C,VLM,12.471,0.026,11.725,0.021,11.269,0.026,-0.17,,,,,,FLD-G,SPL,,,,,,,,,brownD*,SSSPM J2352-2538,M9e,2005A&A...440.1061L,,,,,,,,,430.46,28.28,370,220,2003A&A...397..575P,,,-10,3,2009ApJ...705.1416R,,,,
10329_10311.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,LRL 405,J03442102+3206158,56.087582,32.104389,10311,,,,,75,,,OK,,M8.0,VL-G,M8,,,,M8,,VLM,14.94,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10330_10348.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,KPNO 1,J04151471+2800096,63.811291,28.002666,10348,,,,,75,,,OK,,M8.0,VL-G,M8.5,,,,M8.5,,VLM,15.101,0.04,14.247,0.038,13.772,0.035,-0.11,,,,,,,,Taurus,2007AJ....134..411M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10331_10352.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,KPNO 2,J04185115+2814332,64.713127,28.242556,10352,,,,,75,,,OK,,M7.0,VL-G,M7.5,,,,M7.5,,VLM,13.925,0.025,13.241,0.029,12.753,0.021,-0.08,,,,,,,,Taurus,2007AJ....134..411M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10332_10353.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,KPNO 12,J04190126+2802487,64.755249,28.04686,10353,,,,,75,,,OK,,M8.0,VL-G,M9,,,,M9,,VLM,16.305,0.086,15.483,0.096,14.927,0.092,0.06,,,,,,,,Taurus,2007AJ....134..411M,,,,,,,brownD*,2MASS J04190126+2802487,M9.25,2013MNRAS.435.2650C,,,,,,,,,,,,,,,,,,,,,,
10333_10359.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,KPNO 4,J04272799+2612052,66.866623,26.201445,10359,,,,,75,,,OK,,M8.0,VL-G,M9.5,,M9.5,2010A&A...515A..91M,M9.5,2010A&A...515A..91M,VLM,14.997,0.035,14.025,0.038,13.281,0.032,0.02,,,,,,VL-G,SPL,Taurus,2007AJ....134..411M,,,,,,,brownD*,2MASS J04272799+2612052,L0,2013MNRAS.435.2650C,,,,,,,,,,,,,,,,,,,,,,
10334_10362.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,KPNO 5,J04294568+2630468,67.440331,26.513,10362,,,,,75,,,OK,,M7.0,VL-G,M7.5,,,,M7.5,,VLM,12.64,0.024,11.918,0.024,11.536,0.018,-0.1,,,,,,,,Taurus,2007AJ....134..411M,,,,,,,brownD*,2MASS J04294568+2630468,M7.5,2010A&A...515A..91M,,,,,,,,,,,,,,,,,,,,,,
10335_10363.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,KPNO 6,J04300724+2608207,67.530167,26.139084,10363,,,,,75,,,OK,,M8.0,VL-G,M8.5,,,,M8.5,,VLM,14.995,0.031,14.197,0.039,13.689,0.037,-0.09,,,,,,,,Taurus,2007AJ....134..411M,,,,,,,brownD*,2MASS J04300724+2608207,M9,2010A&A...515A..91M,,,,,,,,,,,,,,,,,,,,,,
10336_10366.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,KPNO 7,J04305718+2556394,67.738251,25.944277,10366,,,,,75,,,OK,,M8.0,VL-G,M8.25,,,,M8.25,,VLM,14.521,0.033,13.828,0.027,13.272,0.033,-0.06,,,,,,,,Taurus,2007AJ....134..411M,,,,,,,brownD*,2MASS J04305718+2556394,M8.25,2012A&A...539A.151A,,,,,,,,,,,,,,,,,,,,,,
10337_10367.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,MHO 4,J04312405+1800215,67.850204,18.005972,10367,,,,,75,,,OK,,M7.0,VL-G,M7,,,,M7,,VLM,11.653,0.031,10.923,0.033,10.567,0.022,-0.17,,,,,,,,Taurus,2007AJ....134..411M,,,,,,,TTau*,2MASS J04312405+1800215,M7,2003ApJ...582.1109W,,,,,,,,,,,,,,,,19.1,0.4,2003ApJ...582.1109W,,,,
10338_10371.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,KPNO 9,J04355143+2249119,68.964294,22.819973,10371,,,,,75,,,OK,,M8.0,VL-G,M8.5,,,,M8.5,,VLM,15.476,0.044,14.66,0.04,14.185,0.053,-0.08,,,,,,,,Taurus,2007AJ....134..411M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10339_10377.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,CFHT 3,J04363893+2258119,69.162201,22.969973,10377,,,,,75,,,OK,,M8.0,VL-G,M7.75,,,,M7.75,,VLM,13.724,0.026,12.861,0.024,12.367,0.025,-0.13,,,,,,,,Taurus,2007AJ....134..411M,,,,,,,brownD*,2MASS J04363893+2258119,M7.75,2010A&A...515A..91M,,,,,,,,,,,,,,,,,,,,,,
10340_10378.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,ITG 2,J04380083+2558572,69.503464,25.982555,10378,,,,,75,,,OK,,M7.0,FLD-G,M7.25,,,,M7.25,,VLM,11.54,0.022,10.622,0.018,10.097,0.023,-0.14,,,,,,,,Taurus,2007AJ....134..411M,,,,,,,brownD*,2MASS J04380083+2558572,M7e,2004ApJ...617.1216L,,,,,,,,,,,,,,,,,,,,,,
10341_10381.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,CFHT 6,J04390396+2544264,69.766502,25.740667,10381,,,,,75,,,OK,,M7.0,VL-G,M7.5,,,,M7.5,,VLM,12.646,0.022,11.841,0.021,11.368,0.02,-0.09,,,,,,,,Taurus,2007AJ....134..411M,,,,,,,brownD*,2MASS J04390396+2544264,M7IVe,2006A&A...446..485G,,,,,,,,,,,,,,,,,,,,,,
10342_10382.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,CFHT 4,J04394748+2601407,69.94783,26.027971,10382,,,,,75,,,OK,,M7.0,VL-G,M7,,,,M7,,VLM,12.168,0.023,11.008,0.021,10.332,0.018,-0.12,,,,,,,,Taurus,2007AJ....134..411M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10343_10385.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,2MASS J04414825+2534304,J04414825+2534304,70.451042,25.575111,10385,,,,,75,,,OK,,M8.0,VL-G,M7.75,,,,M7.75,,VLM,13.73,0.026,12.799,0.021,12.22,0.023,-0.07,,,,,,,,Taurus,2007AJ....134..411M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10344_10390.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,2MASS J04442713+2512164,J04442713+2512164,71.113045,25.204556,10390,,,,,75,,,OK,,M7.0,VL-G,M7.25,,,,M7.25,,VLM,12.195,0.021,11.359,0.017,10.761,0.018,0.02,,,,,,,,Taurus,2007AJ....134..411M,,,,,,,brownD*,IRAS S04414+2506,M7.2...,,,,,,,,,,,,,,,,,,,,,,,
10345_10403.fits,SPEX-PRISM,2007AJ....134..411M,20041111,53320.5,2MASS J04574903+3015195,J04574903+3015195,74.454285,30.255417,10403,,,,,75,,,OK,,M8.0,VL-G,M9.25,,,,M9.25,,VLM,15.771,0.075,15.125,0.09,14.484,0.082,-0.07,,,,,,,,Taurus,2007AJ....134..411M,,,,,,,brownD*,2MASS J04574903+3015195,M9.25,2011A&A...529A..44W,,,,,,,,,,,,,,,,,,,,,,
