NAME,DESIGNATION,RA,DEC,SOURCE_KEY,OPT_TYPE,OPT_TYPE_REF,NIR_TYPE,NIR_TYPE_REF,LIT_TYPE,LIT_TYPE_REF,OBJECT_TYPE,J_2MASS,J_2MASS_E,H_2MASS,H_2MASS_E,KS_2MASS,KS_2MASS_E,JK_EXCESS,COLOR_EXTREMITY,LUMINOSITY_CLASS,METALLICITY_CLASS,GRAVITY_CLASS_OPTICAL,GRAVITY_CLASS_OPTICAL_REF,GRAVITY_CLASS_NIR,GRAVITY_CLASS_NIR_REF,CLUSTER,CLUSTER_REF,LIBRARY,BINARY,BINARY_REF,SBINARY,SBINARY_REF,COMPANION_NAME,COMPANION_REF,SIMBAD_OTYPE,SIMBAD_NAME,SIMBAD_SPT,SIMBAD_SPT_REF,SIMBAD_SEP,PARALLAX,PARALLAX_E,PARALLEX_REF,DISTANCE_PHOT,DISTANCE_PHOT_E,DISTANCE,DISTANCE_E,MU,MU_E,MU_RA,MU_DEC,MU_REF,VTAN,VTAN_E,RV,RV_E,RV_REF,VSINI,VSINI_E,VSINI_REF,NOTE
2MASS J05122759+2253492,J051227596+22534929,78.11495833,22.897025,12453,,,M4.0,SPL,M2eIV-V,2010AJ....139.1338F,STAR,10.228,0.021,9.462,0.028,9.245,0.021,,,,,,,,,Taurus,2017AJ....153...46L,young,,,,,,,Star,2MASS J05122759+2253492,M2eIV-V,2010AJ....139.1338F,14.35467237,,,,,,,,,,,,,,,,,,,,,
2MASS J05151593-0656262,J05151593-0656262,78.816376,-6.9406114,10417,galaxy?,2007AJ....133.2825R,galaxy,SPL,galaxy,2007AJ....133.2825R,GALAXY,15.183,0.044,13.349,0.029,12.337,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSO J078.9904+31.0171,J05155768+3101018,78.99033333,31.01696667,11921,,,L1.0,SPL,L1.5,2015ApJ...814..118B,VLM,16.67,0.03,15.96,0.03,15.3,0.03,0.065,,,,,,VL-G,SPL,,,,,,,,,,,,,,,,,,29.1,5.628,29.1077,5.6284,,,,,,,,,,,,,,
2MASS J05160945-0445499,J05160945-0445499,79.039375,-4.7638612,10418,,,T5.5,2006ApJ...637.1067B,T5.5,2006ApJ...637.1067B,VLM,15.984,0.079,15.721,0.165,15.486,0.204,0.37,RED,,,,,,,,,,,,,,,,brownD*,2MASS J05160945-0445499,T5.5,2009AJ....137....1F,,44.5,6.5,2012ApJ...752...56F,,,22.472,3.282,277.89,5.09,-202.7,-190.1,2012ApJ...752...56F,29.60043768,4.357535437,,,,,,,
2MASS J05161597-3332046,J05161597-3332046,79.066544,-33.534611,10419,L3:,,,,L3:,,VLM,15.879,0.056,14.801,0.052,13.987,0.047,0.22,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J05161597-3332046,L6,2014AJ....147...34S,,,,,,,,,193.23,24.84,59,184,2009AJ....137....1F,,,,,,,,,
2MASS J05170548-4154413,J05170548-4154413,79.272827,-41.911472,10420,M9,,,,M9,,VLM,13.456,0.023,12.734,0.027,12.266,0.023,0.03,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J05170548-4154413,M9,2008AJ....136.1290R,,,,,,,,,90.43,25.81,89,16,2009AJ....137....1F,,,,,,,,,
LEHPM 2-183,J05173729-3348593,79.405373,-33.816471,10421,M8,2003AJ....126.2421C,M9,BURGASSER-NP,M8,2003AJ....126.2421C,VLM,12.004,0.022,11.317,0.024,10.832,0.024,0.06,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,DENIS-P J051737.7-334903,M8.0V,2012AJ....144...99D,,,,,,,,,599.8,60,479,-361,2007AJ....133.2258S,,,29.4,2.8,2012AJ....144...99D,,,,
2MASS J05181131-3101529,J05181132-3101530,79.54716667,-31.03138889,12112,,,,,M6.5,2013A&A...556A..15R,VLM,11.878,0.029,11.234,0.023,10.9,0.021,0.018,,,,,,,,,,,,,,,,,Star,2MASS J05181131-3101529,M6.5,2013A&A...556A..15R,14.57808813,,,,20.20895749,3.40216721,20.20895749,3.40216721,46.27321039,4.9,46.1,4,2015ApJ...798...73G,4.432532039,,,,,,,,
J0518-3101 BACKGROUND,J05181132-3101530,79.54716667,-31.03138889,12128,,,,,,,STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J05184616-2756457,J05184616-2756457,79.692337,-27.946028,10422,L1gamma,2013AJ....145....2F,L1 vlg,2010ApJ...715..561A,L1gamma,2013AJ....145....2F,VLM,15.262,0.043,14.295,0.046,13.615,0.04,0.25,,,,gamma,,LOW-G,OTHER,,,young,,,,,,,brownD*,2MASSI J0518461-275645,L0,2009AJ....137....1F,,21.4,6.9,2012ApJ...752...56F,,,46.729,15.067,38.6,26.25,37,11,2008MNRAS.390.1517C,8.54983439,6.434437197,,,,,,,
2MASS J05185995-2828372,J05185995-2828372,79.749794,-28.477001,10423,L7,2008ApJ...689.1295K,T1p,2006ApJ...637.1067B,L7,2008ApJ...689.1295K,VLM,15.978,0.097,14.83,0.073,14.162,0.072,0.76,RED,,,,,FLD-G,SPL,,,binary sbinary,Y,,Y,,,,brownD*,** BUG  8,L6+T4,2010ApJ...711.1087K,,47.5,6.8,2012ApJ...752...56F,,,21.053,3.014,283.23,5.73,-76.5,-272.7,2012ApJ...752...56F,28.2630744,4.086257739,,,,,,,binary: sep=0.051+/-0.012 at 189+/-8 deg on 2004 Sep 7 (Burgasser et al. 2006)
WISE J052126.29+102528.4,J05212615+1025328,80.358955,10.425778,10424,,,,,,,VLM,15.262,,15.222,0.103,14.665,,,,,,,,,,,,,,,,,,,IR,WISE J052126.29+102528.4,,,,,,,,,,,,,,,,,,,,,,,,
2MASSI J0523382-140302,J05233822-1403022,80.909248,-14.050611,10425,L2.5,2003AJ....126.2421C,L5,2003IAUS..211..197W,L2.5,2003AJ....126.2421C,VLM,13.084,0.024,12.22,0.021,11.638,0.027,0.13,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J05233822-1403022,L2.5,2007AJ....133.2258S,,80.95,1.76,2014AJ....147...94D,,,12.353,0.269,210.1,27.02,110,179,2008MNRAS.390.1517C,12.30219403,1.604510757,12.21,0.09,2010ApJ...723..684B,15.98,0.31,2010ApJ...723..684B,
WISE J052536.35+673952.6,J05253635+6739526,81.401451,67.664612,10426,,,T6 pec,2011ApJS..197...19K,T6 pec,2011ApJS..197...19K,VLM,17.49,0.496,18.132,0.121,,,-0.61,BLUE,,,,,,,,,,,,,,,,brownD*,EQ J0525+6739,T6pec,2011ApJS..197...19K,,,,,,,,,674.85,352.37,72,671,2011ApJS..197...19K,,,,,,,,,
2MASS J05262592-2615427,J05262592-2615427,81.607994,-26.261862,10427,,,,,,,VLM,16.608,0.115,16.829,0.287,16.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J05264316-1824315,J052643164-1824315,81.67983333,-18.40875556,11724,,,M8.0,SPL,M8.0,SPL,VLM,12.358,0.022,11.836,0.023,11.448,0.023,-0.14,,,,,,INT-G,SPL,,,,,,,,,,Star,2MASS J05264316-1824315,,,,,,,19.51,3.86,19.507,3.863,38.8094,6.5,29.6,-25.1,2015ApJ...798...73G,3.588502087,,,,,,,,
2MASS J05264348-4455455,J05264348-4455455,81.681168,-44.929306,10428,M9.5,2008AJ....136.1290R,,,M9.5,2008AJ....136.1290R,VLM,14.082,0.033,13.307,0.028,12.705,0.027,0.13,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J05264348-4455455,M9.5,2008AJ....136.1290R,,,,,,,,,168.5,19.8,13,-168,2009AJ....137....1F,,,,,,,,,
0527-1813,J05273521-1813392,81.896706,-18.227556,10429,,,,,,,VLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISE J052857.68+090104.4,J05285768+0901044,82.240379,9.017889,10430,,,M9.5 pec,BURGASSER-NP,M9.5 pec,BURGASSER-NP,VLM,16.26,0.11,15.44,0.12,14.97,0.11,0.18,,,,,,VL-G,OTHER,32 Ori,2016ApJ...820...32B,young,,,,,,,RGB*,WISE J052857.68+090104.4,MIII,2013PASP..125..809T,,,,,,,,,31.62,28.28,-10,-30,2013PASP..125..809T,,,,,,,,,identical to 0608-2753 beta pic member
2MASS J05301261+6253254,J05301261+6253254,82.552544,62.890392,10431,L1,2008AJ....136.1290R,,,L1,2008AJ....136.1290R,VLM,14.053,0.026,13.264,0.033,12.709,0.028,0.03,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J05301261+6253254,L1,2008AJ....136.1290R,,,,,,,,,48.37,16.39,-11,-47.1,2010AJ....139.1808S,,,,,,,,,
J0530+6253 Background Source,J05301261+6253254,82.552544,62.890392,10432,,,,,,,STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wrong target?
2MASS J05314149+6856293,J05314149+6856293,82.922874,68.941475,10433,,,M9,2010ApJS..190..100K,M9,2010ApJS..190..100K,VLM,15.608,0.063,15.122,0.105,14.458,0.078,0.07,,,,,,FLD-G,SPL,,,,,,,,,,Star,2MASS J05314149+6856293,M9,2010ApJS..190..100K,,,,,,,,,1370,550.27,-766.09,1135.78,2010ApJS..190..100K,,,,,,,,,
2MASS J05341594-0631397,J05341594-0631397,83.566422,-6.5276942,10434,M8gamma,2010ApJS..190..100K,M8pec,2010ApJS..190..100K,M8gamma,2010ApJS..190..100K,VLM,16.081,0.089,15.43,0.123,15.031,0.126,-0.09,,,,,,VL-G,OTHER,,,young,,,,,,,Star,2MASS J05341594-0631397,M8p,2010ApJS..190..100K,,,,,,,,,220,129.85,180.21,126.19,2010ApJS..190..100K,,,,,,,,,
2MASS J0534584-151143,J0534584-151143,83.743332,-15.195278,10435,M9,2007AJ....133..439C,,,M9,2007AJ....133..439C,VLM,13.151,,12.515,,11.997,,0,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASSI J0534584-151143,M9,2009AJ....137....1F,,,,,,,,,143,25.46,-115,85,2009AJ....137....1F,,,,,,,,,
2MASS J0536052+022832,J0536052+022832,84.021667,2.4755557,10436,,,M7,BURGASSER-NP,M7,BURGASSER-NP,VLM,15.619,0.088,15.376,0.105,14.993,0.124,0.01,,,,,,INT-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J05361998-1920396,J05361998-1920396,84.083244,-19.344334,10437,L2gamma,2013AJ....145....2F,L2 vlg,2010ApJ...715..561A,L2gamma,2013AJ....145....2F,VLM,15.768,0.075,14.693,0.071,13.854,0.062,0.13,,,,gamma,,LOW-G,OTHER,Columba,2015ApJS..219...33G,young,,,,,,,brownD*,2MASSI J0536199-192039,L1,2009AJ....137....1F,,25.6,9.4,2012ApJ...752...56F,,,39.063,14.343,39.26,7.29,24.6,-30.6,2012ApJ...752...56F,7.269640896,2.990878019,,,,,,,
0536-1808,J05362763-1808229,84.115128,-18.139694,10438,,,SN/PN,,SN/PN,,SN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J05363713-0328492,J05363713-0328492,84.154709,-3.4803333,10439,,,M8,2010ApJS..190..100K,M8,2010ApJS..190..100K,VLM,14.175,0.03,13.553,0.036,13.077,0.035,0.03,,,,,,FLD-G,SPL,,,,,,,,,,PM*,2MASS J05363713-0328492,M8,2010ApJS..190..100K,,,,,,,,,354,28.39,138.32,-325.86,2009MNRAS.394..857D,,,,,,,,,
2MASS J05363776+1000232,J05363776+1000232,84.157333,10.006444,10440,,,M III,2010ApJS..190..100K,M III,2010ApJS..190..100K,GIANT,16.104,0.105,15.118,0.084,14.499,0.083,,,III,,,,,,,,giant,,,,,,,Star,2MASS J05363776+1000232,,,,,,,,,,,770,649.87,237.94,732.31,2010ApJS..190..100K,,,,,,,,,
LP 658-106,J05372332-0816055,84.34716667,-8.268069444,11891,,,M7.0,SPL,M6.5,2004AJ....128..463R,VLM,12.299,0.021,11.701,0.025,11.348,0.025,0,,,,,,,,,,,,,,,,,PM*,LP 658-106,M6.5,2004AJ....128..463R,3.943,,,,25.18,4.198,25.185,4.1984,420.3772,20,34,-419,2003ApJ...582.1011S,50.1835203,,,,,,,,
2MASS J05381018-0554261,J05381018-0554261,84.542412,-5.9072499,10441,,,galaxy,2010ApJS..190..100K,galaxy,2010ApJS..190..100K,GALAXY,15.862,0.062,14.714,0.043,14.156,0.051,,,,,,,,,,,giant,,,,,,,Star,2MASS J05381018-0554261,,,,,,,,,,,290,259.79,222.15,-186.41,2010ApJS..190..100K,,,,,,,,,
[BZR99] S Ori 65,J0538261-022305,84.608375,-2.384722222,11892,,,,,L3.5,2013MNRAS.435.2474L,VLM,20.3,0.1,,,,,,,,,,,,,,,,,,,,,,brownD*,[BZR99] S Ori 65,L3.5,2013MNRAS.435.2474L,17.35,,,,312.8,57.47,312.85,57.479,,,,,,,,,,,,,,
J0538-0223 BGND,J0538261-022305,84.608375,-2.384722222,11893,,,,,,,STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[BZR99] S Ori 68,J05383888-0228016,84.66254167,-2.468055556,12113,,,,,L5,2006A&A...460..635C,VLM,15.272,0.041,14.731,0.045,14.431,0.072,-0.8,,,,,,,,,,,,,,,,,brownD*,[BZR99] S Ori 68,L5,2006A&A...460..635C,25.10734387,,,,22.57791702,4.471668744,22.57791702,4.471668744,,,,,,,,,,,,,,
LSPM J0539+4038,J053924744+40384375,84.85308333,40.64548611,12114,,,,,M8,2009AJ....137....1F,VLM,11.109,0.021,10.446,0.021,10.044,0.018,0.015,,,,,,FLD-G,SPL,,,,,,,,,,PM*,LSPM J0539+4038,M8,2009AJ....137....1F,14.33042906,,,,11.08677755,2.007545418,11.08677755,2.007545418,1048.786918,,645,-827,2005AJ....129.1483L,55.11514283,,10,30,2003AJ....125.1598L,,,,
WISE J05394584-1241555,J05394584-1241555,84.941002,-12.69875,10442,,,M5,FAH-NP,M5,FAH-NP,VLM,14.005,0.028,13.418,0.028,13.088,0.032,0.06,,,,,,,,,,,,,,,BD-12 1228,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J05394875+5254051,J05394875+5254051,84.95458333,52.90084444,12115,,,,,,,VLM,16.153,0.097,15.567,0.128,15.611,0.17,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 37216B,J05394952+5253597,84.95633333,52.89974167,12649,,,L1.0,SPL,L1.0,SPL,VLM,14.756,0.044,13.91,0.042,13.322,0.029,,,,,,,FLD-G,SPL,,,,,,,,HD 37216,2014ApJ...792..119D,,,,,,35.78,0.93,2007A&A...474..653V,,,27.94857462,0.726444226,142.7475089,0.79,-13.37,-142.12,2007A&A...474..653V,18.91065378,,12.51,0.45,2007AJ....133.2524W,,,,
SDSSp J053951.99-005902.0,J05395199-00590189,84.966621,-0.98383337,10443,L5,2000AJ....119..928F,L5,2004AJ....127.3553K,L5,2000AJ....119..928F,VLM,14.033,0.031,13.104,0.026,12.527,0.024,-0.31,BLUE,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J05395200-0059019,L5,2014AJ....147...34S,,76.12,2.17,2012ApJ...752...56F,,,13.137,0.375,364.02,2.88,158.3,327.8,2013AJ....146..161M,22.66766178,0.670699045,13.91,0.15,2010ApJ...723..684B,32.3,0.75,2010ApJ...723..684B,
Gliese 213,J05420897+1229252,85.537369,12.490334,10444,M4,1991ApJS...77..417K,,,M4,1991ApJS...77..417K,VLM,7.124,0.021,6.627,0.018,6.389,0.016,,,,,,,,,,,mstd,,,,,,,BYDra,Ross  47,M4V,1991ApJS...77..417K,,171.55,3.99,2007A&A...474..653V,,,5.829,0.136,2542.81,3.41,2000.53,-1569.63,2007A&A...474..653V,70.25879894,1.636834556,105.83,0.18,2011AAS...21743412C,,,,
2MASS J05431887+6422528,J05431887+6422528,85.828629,64.381332,10445,L1,2008AJ....136.1290R,,,L1,2008AJ....136.1290R,VLM,13.567,0.031,12.669,0.032,12.05,0.023,0.16,,,,,,INT-G,SPL,Field,2015ApJS..219...33G,,,,,,,,brownD*,2MASS J05431887+6422528,L1,2008AJ....136.1290R,,,,,,,,,,,,,,,,18.64,0.23,2010ApJ...723..684B,20.06,0.52,2010ApJ...723..684B,
2MASS J05441150-2433010,J05441150-2433010,86.04792,-24.550278,10446,M8,,,,M8,,VLM,12.532,0.022,11.874,0.026,11.463,0.024,-0.04,,,,,,INT-G,SPL,,,,,,,,,,brownD*,2MASSI J0544115-243301,M8,2007AJ....133.2258S,,,,,,,,,709.61,29.61,148,-694,2007AJ....133.2258S,,,20.8,3,2009ApJ...705.1416R,,,,
0546-0845,J0546-0845,86.5,-8.75,10447,,,M5,,M5,,VLM,,,,,,,0.07,,,,,,,,,,giant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,highly reddened
WISE J054601.19-095947.5,J05460119-0959475,86.504951,-9.9965277,10448,,,T5,2013ApJS..205....6M,T5,2013ApJS..205....6M,VLM,16.18,0.09,16.27,0.22,15.47,,-0.19,,,,,,,,,,,,,,,,,brownD*,2MASS J05460119-0959472,T5,2014yCat.5144....0M,,,,,,,,,,,,,,,,,,,,,,
2MASS J05460407-0003228,J05460407-0003228,86.516953,-0.056333333,10449,,,galaxy,2010ApJS..190..100K,galaxy,2010ApJS..190..100K,GALAXY,16.166,0.081,15.019,0.07,14.443,0.088,,,,,,,,,,,,,,,,,,Star,2MASS J05460407-0003228,,,,,,,,,,,1430,1699.91,-799.65,-1185.52,2010ApJS..190..100K,,,,,,,,,
2MASS J05480722+0033588,J054807229+0033588,87.03008333,0.566355556,11820,,,M alpha,SPL,M alpha,SPL,STAR,13.213,0.027,12.045,0.026,11.22,0.025,0.273,,,,,,VL-G,SPL,,,,,,,,,,pMS*,2MASS J05480722+0033588,,,2.584,,,,,,,,,,,,,,,,,,,,,
2MASS J05484895+0014367,J05484895+0014367,87.20466667,0.242513889,12769,,,,,,,GIANT,15.837,0.084,13.98,0.033,13.166,0.035,0.951,,,,,,VL-G,SPL,,,,,,,,,,,,,,,,,,21.08553094,3.586394633,21.08553094,3.586394633,,,,,,,,,,,,,,reddened background giant
WISE J05500794+1610519,J05500794+1610519,87.533081,16.181082,10450,,,L2,2014ApJ...783..122K,L2,2014ApJ...783..122K,VLM,14.441,0.026,13.49,0.027,12.836,0.027,0.06,,,,,,FLD-G,SPL,,,,,,,,,,PM*,WISE J055007.93+161051.9,,,,,,,,,,,388.09,14.14,251,-296,2014ApJ...781....4L,,,,,,,,,
DENIS J055146.0-443412.2B,J05514604-4434128,87.941833,-44.570221,10451,,,L0,2005A&A...440L..55B,L0,2005A&A...440L..55B,VLM,15.794,0.08,15.198,0.101,14.869,0.109,-0.08,,,,,,FLD-G,SPL,,,binary,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENIS J055146.0-443412.2A,J05514604-4434128,87.941833,-44.570221,10452,,,M8.5,2005A&A...440L..55B,M8.5,2005A&A...440L..55B,VLM,15.794,0.08,15.198,0.101,14.869,0.109,-0.05,,,,,,FLD-G,SPL,,,binary,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISE J05555521+0756208,J05555521+0756208,88.980042,7.9391112,10453,,,M7.5-M8,FAH-NP,M7.5-M8,FAH-NP,VLM,15.349,0.055,14.706,0.05,14.244,0.065,-0.04,,,,,,INT-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J0557410-133326,J0557410-133326,89.42083,-13.557222,10454,galaxy?,2007AJ....133.2825R,galaxy,SPL,galaxy,2007AJ....133.2825R,GALAXY,16.942,0.22,15.466,0.131,14.7,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J0557422-133315,J0557422-133315,89.425827,-13.554167,10455,galaxy?,,galaxy,SPL,galaxy,SPL,GALAXY,16.154,0.097,14.678,0.072,13.844,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J05575096-1359503,J05575096-1359503,89.462326,-13.997306,10456,M7,2007AJ....133..439C,M7 vlg,2010ApJ...715..561A,M7,2007AJ....133..439C,VLM,12.871,0.023,12.145,0.027,11.732,0.023,0.11,,,,gamma,,LOW-G,OTHER,,,young,,,,,,,AGB*,2MASS J05575096-1359503,M7.0V,2009ApJ...699..649S,,1.4,,2012ApJ...758...56S,,,714.286,,,,,,,,,30.3,2.8,2012ApJ...758...56S,,,,
2MASS J0558370-133912,J0558370-133912,89.654167,-13.653333,10457,galaxy?,,galaxy,SPL,galaxy,SPL,GALAXY,16.381,0.116,14.899,0.077,14.073,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APMPM 0559-2903,J05585891-2903267,89.745461,-29.057415,10458,esdM7.5,SCW99A,,,esdM7.5,SCW99A,VLM,14.887,0.035,14.453,0.036,14.458,0.071,,,,esd,,,,,,,subdwarf,,,,,,,brownD*,APMPM J0559-2903,esdM7,1999A&A...350L..62S,,,,,,,,,374.83,28.28,370,60,2009AJ....137....1F,,,,,,,,,
2MASS J05591914-1404488,J05591914-1404488,89.829758,-14.080222,10459,T5,2003ApJ...594..510B,T4.5,2006ApJ...637.1067B,T4.5,2006ApJ...637.1067B,VLM,13.802,0.024,13.679,0.044,13.577,0.052,-0.14,,,,,,,,,,,,,,,,,brownD*,2MASS J05591914-1404488,T4.5,2006ApJ...647.1393L,,97.7,1.3,2012ApJ...752...56F,,,10.235,0.136,660.82,1.41,563,-346,2009AJ....137....1F,32.0603246,0.43207829,,,,,,,
2MASS J06003375-3314268,J060033750-3314268,90.140625,-33.24078889,11821,,,M8.0,SPL,M7.5,2009AJ....137....1F,VLM,13.205,0.029,12.425,0.027,12.012,0.024,0.168,,,,,,FLD-G,SPL,,,,,,,,,,Star,2MASS J06003375-3314268,M7.5,2009AJ....137....1F,2.272,,,,32.09,5.553,32.0964,5.5538,119.9416,11,-15,119,2007ApJ...667..520C,18.24757747,,,,,,,,
2MASS J06020638+4043588,J06020638+4043588,90.526588,40.733002,10460,,,T4.5,2007AJ....134.1162L,T4.5,2007AJ....134.1162L,VLM,15.544,0.067,15.592,0.137,15.166,0.162,0.14,,,,,,,,,,,,,,,,,brownD*,2MASS J06020638+4043588,T4.5,2009AJ....137....1F,,,,,,,,,322.48,18.6,243,-212,2009AJ....137....1F,,,,,,,,,
2MASS J06022216+6336391,J06022216+6336391,90.592331,63.610859,10461,L1:,2008AJ....136.1290R,,,L1:,2008AJ....136.1290R,VLM,14.266,0.03,13.357,0.03,12.683,0.023,0.28,,,,,,FLD-G,SPL,Field,2015ApJS..219...33G,,,,,,,,brownD*,2MASS J06022216+6336391,L1:,2008AJ....136.1290R,,,,,,,,,204.35,13.02,-27.4,-202.5,2010AJ....139.1808S,,,,,,,,,
LSR 0602+3910,J06023045+3910592,90.626869,39.183113,10462,L1,SAL03A,,,L1,SAL03A,VLM,12.3,0.022,11.451,0.021,10.865,0.02,0.09,,,,,,INT-G,OTHER,Pleiades Moving Group,Seifahrt 2010,young,,,,,,,brownD*,LSPM J0602+3910,L1V,2003ApJ...586L.149S,,,,,,,,,528.29,,145,-508,2005AJ....129.1483L,,,7.94,0.05,2010ApJ...723..684B,12.51,0.22,2010ApJ...723..684B,Seifahrt et al. (2010) claim member of Pleaides
0604-0701,J06042181-0701475,91.090874,-7.0298615,10463,,,galaxy,SPL,galaxy,SPL,GALAXY,,,,,,,,,,,,,,,,,giant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,highly reddened
2MASS J06050190-2342260,J06050190-2342260,91.257919,-23.707224,10464,L0:,2007AJ....133..439C,,,L0:,2007AJ....133..439C,VLM,14.512,0.035,13.727,0.036,13.145,0.031,-0.03,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASSI J0605019-234226,L0,2009AJ....137....1F,,,,,,,,,135.2,24.08,-66,118,2008MNRAS.390.1517C,,,,,,,,,
WISE J06052422-0956060,J06052422-0956060,91.350922,-9.9350004,10465,,,M4-M5?,FAH-NP,M4-M5?,FAH-NP,VLM,15.128,0.036,14.498,0.044,14.149,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISE J060738.65+242953.5,J06073865+2429535,91.911041,24.498196,10466,L8,2013ApJ...776..126C,L9,2013PASP..125..809T,L8,2013ApJ...776..126C,VLM,14.22,0.03,13.04,0.03,12.47,0.02,0.12,,,,,,,,,,,,,,,,,brownD*,2MASS J06073908+2429574,L9,2013ApJ...776..126C,,,,,,,,,576.89,14.14,-480,-320,2013PASP..125..809T,,,,,,,,,
WISE J06074213+4550370,J06074213+4550370,91.925545,45.843609,10467,,,L2.5,2014ApJ...783..122K,L2.5,2014ApJ...783..122K,VLM,14.942,0.035,14.034,0.034,13.329,0.027,0.14,,,,,,FLD-G,SPL,,,,,,,,,,PM*,WISE J060742.12+455037.2,,,,,,,,,,,561.79,14.14,99,-553,2014ApJ...781....4L,,,,,,,,,
LSPM J0607+3445,J06075783+3445229,91.990959,34.756363,10468,,,sdM4,BURGASSER-NP,sdM4,BURGASSER-NP,VLM,15.751,0.07,15.234,0.119,15.006,0.124,,,,sd,,,,,,,subdwarf,,,,,,,PM*,2MASS J06075783+3445229,,,,,,,,,,,226.24,,64,-217,2005AJ....129.1483L,,,,,,,,,
2MASS J06085283-2753583,J06085283-2753583,92.220123,-27.899529,10469,M9gamma,RIC10A,L0 lg,2013ApJ...772...79A,M9gamma,RIC10A,VLM,13.595,0.028,12.897,0.026,12.371,0.026,0.01,,,,,,VL-G,OTHER,,,young,,,,,,,brownD*,2MASS J06085283-2753583,M8.5,2009ApJ...703..399L,,32,3.6,2012ApJ...752...56F,,,31.25,3.516,13.92,4.95,8.9,10.7,2012ApJ...752...56F,2.061546683,0.768988701,,,,,,,possible member of Beta Pictories
LHS 1826,J06095784+6954460,92.490997,69.912781,10470,sdM6,2005PASP..117..676R,,,sdM6,2005PASP..117..676R,VLM,15.827,0.079,15.539,0.117,15.362,0.18,,,,sd,,,,,,,subdwarf,,,,,,,PM*,LHS 1826,sdM6,,,,,,,,,,504.01,,182,-470,2005AJ....129.1483L,,,,,,,,,
Gliese 229A,J06103462-2151521,92.644249,-21.864473,10471,M1 V,,,,M1 V,,VLM,5.104,0.037,4.393,0.254,4.166,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISE J061135.13-041024.0,J06113513-0410240,92.896378,-4.1733332,10472,,,T0,2011ApJS..197...19K,T0,2011ApJS..197...19K,VLM,15.489,0.055,14.645,0.048,14.221,0.07,-0.15,,,,,,,,,,,,,,,,,brownD*,WISE J061135.13-041024.0,L9+T1.5,2014AJ....148....6G,,47.25,3.22,2014AJ....148....6G,,,21.164,1.442,291.41,3.21,83.7,-279.13,2014AJ....148....6G,29.23341796,2.018126604,,,,,,,
SIPS J0614-2019,J06141196-2019181,93.549828,-20.321695,10473,,,L4,2011AJ....141...54A,L4,2011AJ....141...54A,VLM,14.783,0.028,13.901,0.024,13.375,0.037,-0.03,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J06141196-2019181,L2,2013AJ....146..161M,,34.3,3,2013AJ....146..161M,,,29.155,2.55,325.48,3.52,138.8,-294.4,2013AJ....146..161M,44.97877743,3.964010839,,,,,,,
2MASS J0614453+650437,J0614453+650437,93.688744,65.076942,10474,,,M7:,BURGASSER-NP,M7:,BURGASSER-NP,VLM,15.759,0.077,15.157,0.099,15.159,0.153,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
